school_id,school_id2,deptID,short_name,CTU Name,Total Members,Organizer,School Type,address,Zip,grade_cat,ES_Network,CTU Network,Geo Network,ward,Commissioner District,Congressional District,IL House,IL Senate,AREA_NUMBE,COMMUNITY,CommSide,planning zone
400024,400024,66231,CICS - BASIL,,,,Charter,1816 W GARFIELD BLVD,60609,ES,8,0,8,16,2,7,6,3,61,NEW CITY,Southwest Side,McKinley Park
400092,400092,66076,CICS - BOND,,,,Charter,13300 S LANGLEY AVE,60827,ES,13,0,13,10,5,2,29,15,54,RIVERDALE,Far Southeast Side,Far South Side - Far East Side
400025,400025,66071,CICS - BUCKTOWN,,,,Charter,2235 N HAMILTON AVE,60647,ES,6,0,6,32,12,5,39,20,22,LOGAN SQUARE,North Side,Near N-Near W-Loop-BridgePort-Chinatown
400032,400032,66072,CICS - ELLISON HS,Ellison Charter High School,17,Tennille Evans,Charter,1817 W 80TH ST,60620,HS,11,CTUA2,11,17,3,1,31,16,71,AUBURN GRESHAM,Far Southwest Side,Englewood-Auburn Gresham
400027,400027,66074,CICS - IRVING PARK,,,,Charter,3820 N SPAULDING AVE,60618,ES,1,0,1,33,8,3,40,20,16,IRVING PARK,Northwest Side,Saug-ReedDunning-AlbanyPk
400033,400033,66061,CICS - LONGWOOD,,,,Charter,1309 W 95TH ST,60643,HS,11,0,11,21,4,1,27,14,73,WASHINGTON HEIGHTS,Far Southwest Side,Englewood-Auburn Gresham
400026,400026,66075,CICS - LOOMIS,,,,Charter,9535 S LOOMIS ST,60643,ES,11,0,11,21,4,1,27,14,73,WASHINGTON HEIGHTS,Far Southwest Side,Englewood-Auburn Gresham
400034,400034,66241,CICS - NORTHTOWN HS,Northtown Charter High School,90,Tennille Evans,Charter,3900 W PETERSON AVE,60646,HS,1,CTUA2,1,39,10,5,15,8,13,NORTH PARK,Far North Side,Saug-ReedDunning-AlbanyPk
400028,400028,66161,CICS - PRAIRIE,,,,Charter,11530 S PRAIRIE AVE,60628,ES,13,0,13,9,5,2,34,17,53,WEST PULLMAN,Far Southeast Side,Far South Side - Far East Side
400029,400029,66181,CICS - WASHINGTON PARK,,,,Charter,110 E 61ST ST,60637,ES,9,0,9,20,2,7,5,3,40,WASHINGTON PARK,South Side,Bronzeville-Hyde Park-Woodlawn
400030,400030,66221,CICS - WEST BELDEN,,,,Charter,2245 N MCVICKER AVE,60639,ES,3,0,3,36,8,3,4,2,19,BELMONT CRAGIN,Northwest Side,Belmont-Austin
400031,400031,66381,CICS - WRIGHTWOOD,Wrightwood Charter Elem School,61,Tennille Evans,Charter,8130 S CALIFORNIA AVE,60652,ES,10,CTUA2,10,18,3,1,31,16,70,ASHBURN,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
610347,610347,31301,CLAREMONT,Claremont Academy,37,James Cavallero,Neighborhood,2300 W 64TH ST,60636,ES,10,10A,10,16,2,7,6,3,66,CHICAGO LAWN,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
609795,609795,22191,CLARK ES,Clark Elementary School,17,Jhoanna Maldonado,Neighborhood,1045 S MONITOR AVE,60644,ES,3,03B,3,29,1,7,8,4,25,AUSTIN,West Side,Belmont-Austin
610244,610244,41051,CLARK HS,"Clark, M. Magnet High School",54,Christopher Baehrend,Magnet,5101 W HARRISON ST,60644,HS,3,015,15,29,1,7,8,4,25,AUSTIN,West Side,Belmont-Austin
609856,609856,22731,CLAY,Clay Elem School,45,Lashawn Wallace,Neighborhood,13231 S BURLEY AVE,60633,ES,13,13B,13,10,4,2,33,17,55,HEGEWISCH,Far Southeast Side,Far South Side - Far East Side
609759,609759,51091,CLEMENTE HS,Clemente Comm Acad High School,81,Christopher Baehrend,Neighborhood,1147 N WESTERN AVE,60622,HS,5,015,15,1,1,7,4,2,24,WEST TOWN,West Side,Humboldt Park-Garfield W-N Lawndale
609857,609857,22741,CLEVELAND,Cleveland Elem School,52,James Cavallero,Neighborhood,3121 W BYRON ST,60618,ES,1,01C,1,33,12,3,40,20,16,IRVING PARK,Northwest Side,Saug-ReedDunning-AlbanyPk
609859,609859,22751,CLINTON,Clinton Elem School,80,James Cavallero,Neighborhood,6110 N FAIRFIELD AVE,60659,ES,2,02A,2,50,13,9,15,8,2,WEST RIDGE,Far North Side,Ravenswood
609861,609861,22761,CLISSOLD,Clissold Elem School,46,Christopher Baehrend,Neighborhood,2350 W 110TH PL,60643,ES,10,10C,10,19,11,1,35,18,75,MORGAN PARK,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
610199,610199,26751,COLEMON,Colemon Academy,22,Lashawn Wallace,Neighborhood,1441 W 119TH ST,60643,ES,13,13A,13,21,5,1,28,14,53,WEST PULLMAN,Far Southeast Side,Far South Side - Far East Side
609862,609862,22771,COLES,Coles Elem School,24,Lashawn Wallace,Neighborhood,8441 S YATES BLVD,60617,ES,12,12A,12,7,4,1,33,17,46,SOUTH CHICAGO,Far Southeast Side,Chatham-South Shore
610499,610499,49131,COLLINS HS,Collins  Academy,31,Christopher Baehrend,Small,1313 S SACRAMENTO DR,60623,HS,5,AUSL-W,15,24,2,7,9,5,29,NORTH LAWNDALE,West Side,Humboldt Park-Garfield W-N Lawndale
610170,610170,20071,COLUMBIA EXPLORERS,Columbia Explorers Academy,65,Linda Perales,Neighborhood,4520 S KEDZIE AVE,60632,ES,8,08A,8,12,7,4,23,12,58,BRIGHTON PARK,Southwest Side,McKinley Park
609863,609863,22791,COLUMBUS,Columbus Elem School,23,Jhoanna Maldonado,Neighborhood,1003 N LEAVITT ST,60622,ES,5,05A,5,1,12,7,4,2,24,WEST TOWN,West Side,Humboldt Park-Garfield W-N Lawndale
609864,609864,22801,COOK,Cook Elem School,25,Lashawn Wallace,Neighborhood,8150 S BISHOP ST,60620,ES,11,11C,11,17,4,1,31,16,71,AUBURN GRESHAM,Far Southwest Side,Englewood-Auburn Gresham
609866,609866,22821,COONLEY,Coonley Elem School,63,Christopher Baehrend,Regional gifted center,4046 N LEAVITT ST,60618,ES,2,02B,2,47,12,5,11,6,5,NORTH CENTER,North Side,Ravenswood
609867,609867,22831,COOPER,Cooper Elem School,43,Linda Perales,Neighborhood,1624 W 19TH ST,60608,ES,7,07B,7,25,7,4,24,12,31,LOWER WEST SIDE,West Side,Pilsen-Little Village
609870,609870,22851,CORKERY,Corkery Elem School,45,Linda Perales,Neighborhood,2510 S KILDARE AVE,60623,ES,7,07A,7,22,7,4,23,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
609761,609761,46391,CORLISS HS,Corliss High School,39,Lashawn Wallace,Neighborhood,821 E 103RD ST,60628,HS,13,017,17,9,4,2,34,17,50,PULLMAN,Far Southeast Side,Far South Side - Far East Side
610355,610355,30141,COURTENAY,Courtenay Elem School,36,Christopher Baehrend,Small,4420 N BEACON ST,60640,ES,2,02B,2,46,10,9,13,7,3,UPTOWN,Far North Side,Ravenswood
610561,610561,46641,CRANE MEDICAL HS,Crane Medical Prep H.S.,37,Christopher Baehrend,Magnet,2245 W JACKSON BLVD,60612,HS,6,015,15,27,2,7,9,5,28,NEAR WEST SIDE,West Side,Near N-Near W-Loop-BridgePort-Chinatown
609873,609873,31041,CROWN,Crown Comm Academy,15,Tennille Evans,Neighborhood,2128 S SAINT LOUIS AVE,60623,ES,5,05B,5,24,2,7,9,5,29,NORTH LAWNDALE,West Side,Humboldt Park-Garfield W-N Lawndale
610003,610003,23881,CUFFE,"Cuffe Math, Sci & Tech Acad",25,Lashawn Wallace,Neighborhood,8324 S RACINE AVE,60620,ES,11,11C,11,17,4,1,31,16,71,AUBURN GRESHAM,Far Southwest Side,Englewood-Auburn Gresham
610004,610004,23891,CULLEN,Cullen Elem School,14,Lashawn Wallace,Neighborhood,10650 S EBERHART AVE,60628,ES,13,13A,13,9,5,2,34,17,49,ROSELAND,Far Southeast Side,Far South Side - Far East Side
609756,609756,53101,CURIE HS,Curie Metro High School,235,Christopher Baehrend,Magnet,4959 S ARCHER AVE,60632,HS,8,015,15,14,7,4,1,1,57,ARCHER HEIGHTS,Southwest Side,McKinley Park
609900,609900,23061,CURTIS,Curtis Elem School,32,Lashawn Wallace,Neighborhood,32 E 115TH ST,60628,ES,13,AUSL-S,13,9,5,2,28,14,49,ROSELAND,Far Southeast Side,Far South Side - Far East Side
609833,609833,22511,DAISY BATES,Daisy Bates Acad. of Soc. Justice (formerly Caldwell),25,Lashawn Wallace,Neighborhood,8546 S CREGIER AVE,60617,ES,12,12A,12,8,4,1,33,17,45,AVALON PARK,Far Southeast Side,Chatham-South Shore
610239,610239,25951,DALEY,Daley Academy,42,Linda Perales,Neighborhood,5024 S WOLCOTT AVE,60609,ES,8,08B,8,20,7,4,6,3,61,NEW CITY,Southwest Side,McKinley Park
609875,609875,22881,DARWIN,Darwin Elem School,48,Jhoanna Maldonado,Neighborhood,3116 W BELDEN AVE,60647,ES,4,04A,4,35,8,3,39,20,22,LOGAN SQUARE,North Side,Logan-Lincoln Park
610521,610521,29391,DAVIS M,"Davis, M. Magnet Academy",15,Lashawn Wallace,Magnet,6740 S PAULINA ST,60636,ES,11,11C,11,16,2,7,32,16,67,WEST ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
609876,609876,22891,DAVIS N,"Davis, N. Elem School",50,Linda Perales,Neighborhood,3014 W 39TH PL,60632,ES,8,08A,8,12,7,4,23,12,58,BRIGHTON PARK,Southwest Side,McKinley Park
609879,609879,22901,DAWES,Dawes Elem School,78,Christopher Baehrend,Neighborhood,3810 W 81ST PL,60652,ES,10,10B,10,18,11,1,32,16,70,ASHBURN,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
610313,610313,31261,DE DIEGO,Diego Comm Academy,51,Jhoanna Maldonado,Neighborhood,1313 N CLAREMONT AVE,60622,ES,5,05A,5,1,1,7,4,2,24,WEST TOWN,West Side,Humboldt Park-Garfield W-N Lawndale
609880,609880,29031,DECATUR,Decatur Classical School,23,James Cavallero,Classical,7030 N SACRAMENTO AVE,60645,ES,2,02A,2,50,13,9,16,8,2,WEST RIDGE,Far North Side,Ravenswood
609883,609883,22931,DENEEN,Deneen Elem School,37,Lashawn Wallace,Neighborhood,7240 S WABASH AVE,60619,ES,12,AUSL-S,12,6,3,1,32,16,69,GREATER GRAND CROSSING,South Side,Chatham-South Shore
610367,610367,26631,DEPRIEST,DePriest Elem School,50,Jhoanna Maldonado,Neighborhood,139 S PARKSIDE AVE,60644,ES,3,03B,3,29,1,7,8,4,25,AUSTIN,West Side,Belmont-Austin
610252,610252,26031,DETT,Dett Elem School,34,Tennille Evans,Neighborhood,2131 W MONROE ST,60612,ES,6,06A,6,27,2,7,10,5,28,NEAR WEST SIDE,West Side,Near N-Near W-Loop-BridgePort-Chinatown
609884,609884,22941,DEVER,Dever Elem School,62,James Cavallero,Neighborhood,3436 N OSCEOLA AVE,60634,ES,1,01A,1,38,9,3,20,10,17,DUNNING,Northwest Side,Saug-ReedDunning-AlbanyPk
610402,610402,46521,DEVRY HS,Devry Advantage,15,Jhoanna Maldonado,Magnet,1900 W LAWRENCE AVE,60640,HS,2,04A,14,47,10,5,13,7,4,LINCOLN SQUARE,North Side,Ravenswood
609885,609885,22951,DEWEY,Dewey Elem School,35,Linda Perales,Neighborhood,5415 S UNION AVE,60609,ES,8,AUSL-S,8,16,2,7,6,3,61,NEW CITY,Southwest Side,McKinley Park
609874,609874,22871,DIRKSEN,Dirksen Elem School,77,James Cavallero,Neighborhood,8601 W FOSTER AVE,60656,ES,1,01A,1,41,9,8,20,10,76,OHARE,Far North Side,Saug-ReedDunning-AlbanyPk
610363,610363,29401,DISNEY,Disney Magnet School,110,Christopher Baehrend,Magnet,4140 N MARINE DR,60613,ES,2,02B,2,46,10,9,11,6,3,UPTOWN,Far North Side,Ravenswood
610515,610515,26921,DISNEY II ES,Disney II,101,James Cavallero,Magnet,3815 N KEDVALE AVE,60641,ES,1,014,14,30,8,5,19,10,16,IRVING PARK,Northwest Side,Saug-ReedDunning-AlbanyPk
610564,610564,26921,DISNEY II HS,Disney II,101,James Cavallero,Magnet,3900 N LAWNDALE AVE,60618,HS,1,014,14,45,8,3,40,20,16,IRVING PARK,Northwest Side,Saug-ReedDunning-AlbanyPk
609887,609887,22971,DIXON,Dixon Elem School,34,Lashawn Wallace,Neighborhood,8306 S SAINT LAWRENCE AVE,60619,ES,12,12A,12,6,4,1,34,17,44,CHATHAM,Far Southeast Side,Chatham-South Shore
609891,609891,22991,DOOLITTLE,Doolittle East Elem School,34,James Cavallero,Neighborhood,535 E 35TH ST,60653,ES,9,09A,9,4,3,1,26,13,35,DOUGLAS,South Side,Bronzeville-Hyde Park-Woodlawn
609893,609893,23001,DORE,Dore Elem School,61,James Cavallero,Neighborhood,7134 W 65TH ST,60638,ES,10,10A,10,13,11,6,22,11,64,CLEARING,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
610245,610245,41061,DOUGLASS HS,Douglass High School,14,Christopher Baehrend,Neighborhood,543 N WALLER AVE,60644,HS,3,015,15,29,1,7,78,39,25,AUSTIN,West Side,Belmont-Austin
609894,609894,23011,DRAKE,Drake Elem School,28,Jhoanna Maldonado,Neighborhood,2710 S DEARBORN ST,60616,ES,9,09A,9,3,2,7,6,3,35,DOUGLAS,South Side,Bronzeville-Hyde Park-Woodlawn
609896,609896,23021,DRUMMOND,Drummond Elem School,36,Tennille Evans,Magnet,1845 W CORTLAND ST,60622,ES,6,06A,6,32,12,5,10,5,22,LOGAN SQUARE,North Side,Near N-Near W-Loop-BridgePort-Chinatown
610364,610364,26601,DUBOIS,DuBois Elem School,20,Lashawn Wallace,Neighborhood,330 E 133RD ST,60827,ES,13,13B,13,9,5,2,29,15,54,RIVERDALE,Far Southeast Side,Far South Side - Far East Side
610263,610263,26141,DULLES,Dulles Elem School,56,Jhoanna Maldonado,Neighborhood,6311 S CALUMET AVE,60637,ES,9,AUSL-S,9,20,2,1,5,3,69,GREATER GRAND CROSSING,South Side,Bronzeville-Hyde Park-Woodlawn
609676,609676,53021,DUNBAR HS,Dunbar Voc. High School,45,Lashawn Wallace,Career academy,3000 S KING DR,60616,HS,9,017,17,4,3,1,5,3,35,DOUGLAS,South Side,Bronzeville-Hyde Park-Woodlawn
610188,610188,25491,DUNNE,Dunne Elem School,21,Lashawn Wallace,Neighborhood,10845 S UNION AVE,60628,ES,13,13A,13,21,5,1,27,14,49,ROSELAND,Far Southeast Side,Far South Side - Far East Side
610352,610352,26831,DURKIN PARK,Durkin Park Elem. School,62,Christopher Baehrend,Neighborhood,8445 S KOLIN AVE,60652,ES,10,10B,10,18,11,4,32,16,70,ASHBURN,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
610254,610254,26051,DVORAK,Dvorak Elem School,34,Linda Perales,Neighborhood,3615 W 16TH ST,60623,ES,7,AUSL-W,7,24,2,7,9,5,29,NORTH LAWNDALE,West Side,Pilsen-Little Village
610587,610587,46681,DYETT ARTS HS,Dyett H.S. for the Arts,49,Jhoanna Maldonado,Neighborhood,555 E 51ST ST,60615,HS,9,09B,17,20,3,1,26,13,40,WASHINGTON PARK,South Side,Bronzeville-Hyde Park-Woodlawn
610316,610316,26441,EARHART,Earhart Elem School,17,Lashawn Wallace,Neighborhood,1710 E 93RD ST,60617,ES,12,12B,12,8,4,1,33,17,48,CALUMET HEIGHTS,Far Southeast Side,Chatham-South Shore
609897,609897,23031,EARLE,Earle Elem School,28,Tennille Evans,Neighborhood,2040 W 62ND ST,60636,ES,11,11A,11,16,2,7,6,3,67,WEST ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
609898,609898,23041,EBERHART,Eberhart Elem School,89,Christopher Baehrend,Neighborhood,3400 W 65TH PL,60629,ES,10,10B,10,14,7,4,1,1,66,CHICAGO LAWN,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
609899,609899,23051,EBINGER,Ebinger Elem School,61,James Cavallero,Neighborhood,7350 W PRATT AVE,60631,ES,1,01A,1,41,9,9,20,10,9,EDISON PARK,Far North Side,Saug-ReedDunning-AlbanyPk
609901,609901,23071,EDGEBROOK,Edgebrook Elem School,39,,Neighborhood,6525 N HIAWATHA AVE,60646,ES,1,01B,1,45,10,5,15,8,12,FOREST GLEN,Far North Side,Saug-ReedDunning-AlbanyPk
609794,609794,29011,EDISON,Edison Comp Gifted School,19,James Cavallero,Regional gifted center,4929 N SAWYER AVE,60625,ES,1,01C,1,33,12,3,40,20,14,ALBANY PARK,Far North Side,Saug-ReedDunning-AlbanyPk
610523,610523,28081,EDISON PARK,Edison Park Elem. School,40,James Cavallero,Neighborhood,6220 N OLCOTT AVE,60631,ES,1,01A,1,41,9,5,20,10,10,NORWOOD PARK,Far North Side,Saug-ReedDunning-AlbanyPk
609903,609903,23081,EDWARDS,Edwards Elem School,110,Linda Perales,Neighborhood,4815 S KARLOV AVE,60632,ES,8,08A,8,14,7,4,1,1,57,ARCHER HEIGHTS,Southwest Side,McKinley Park
609904,609904,23101,ELLINGTON,Ellington Elem School,44,Tennille Evans,Neighborhood,243 N PARKSIDE AVE,60644,ES,3,03B,3,29,1,7,8,4,25,AUSTIN,West Side,Belmont-Austin
610592,610592,46691,ENGLEWOOD STEM HS,Englewood STEM H.S.,68,Christopher Baehrend,Neighborhood,6835 S NORMAL BLVD,60621,HS,11,016,16,6,2,1,32,16,68,ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
400094,400094,63081,EPIC HS,Epic Academy Charter High School,37,,Charter,8255 S HOUSTON AVE,60617,HS,12,CTUA2,12,7,4,2,25,13,46,SOUTH CHICAGO,Far Southeast Side,Chatham-South Shore
609907,609907,29051,ERICSON,Ericson Elem School,39,Tennille Evans,Magnet,3600 W 5TH AVE,60624,ES,5,05B,5,28,1,7,10,5,27,EAST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
400039,400039,66331,ERIE,,,,Charter,1405 N WASHTENAW AVE,60622,ES,5,0,5,26,1,3,4,2,24,WEST TOWN,West Side,Humboldt Park-Garfield W-N Lawndale
609908,609908,23131,ESMOND,Esmond Elem School,19,Christopher Baehrend,Neighborhood,1865 W MONTVALE AVE,60643,ES,10,10C,10,19,11,1,35,18,75,MORGAN PARK,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
609909,609909,23141,EVERETT,Everett Elem School,18,Linda Perales,Neighborhood,3419 S BELL AVE,60608,ES,8,08B,8,12,7,4,1,1,59,MCKINLEY PARK,Southwest Side,McKinley Park
610319,610319,26461,EVERGREEN,Evergreen Academy,22,Linda Perales,Neighborhood,3537 S PAULINA ST,60609,ES,8,08B,8,11,11,4,24,12,59,MCKINLEY PARK,Southwest Side,McKinley Park
610362,610362,26591,EVERS,Evers Elem School,19,Lashawn Wallace,Neighborhood,9811 S LOWE AVE,60628,ES,11,11B,11,9,5,1,27,14,73,WASHINGTON HEIGHTS,Far Southwest Side,Englewood-Auburn Gresham
610565,610565,63142,EXCEL ENGLEWOOD HS,,,,Alternative,7141 S MORGAN ST,60621,HS,11,0,11,17,2,7,32,16,68,ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
400175,400175,63143,EXCEL SOUTH SHORE HS,,,,Alternative,7530 S SOUTH SHORE DR,60649,HS,12,0,12,7,4,2,25,13,43,SOUTH SHORE,South Side,Chatham-South Shore
400176,400176,63144,EXCEL SOUTHWEST HS,,,,Alternative,7050 S WASHTENAW AVE,60629,HS,10,0,10,17,2,7,32,16,66,CHICAGO LAWN,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
610057,610057,26701,FAIRFIELD,Fairfield Academy,44,James Cavallero,Neighborhood,6201 S FAIRFIELD AVE,60629,ES,10,10A,10,16,11,4,6,3,66,CHICAGO LAWN,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
609910,609910,23151,FALCONER,Falconer Elem School,77,James Cavallero,Neighborhood,3020 N LAMON AVE,60641,ES,3,03A,3,31,8,3,39,20,19,BELMONT CRAGIN,Northwest Side,Belmont-Austin
610055,610055,24371,FARADAY,Faraday Elem School,24,Jhoanna Maldonado,Neighborhood,3250 W MONROE ST,60624,ES,5,05A,5,28,1,7,10,5,27,EAST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
609912,609912,23161,FARNSWORTH,Farnsworth Elem School,46,,Neighborhood,5414 N LINDER AVE,60630,ES,1,01B,1,45,10,5,19,10,11,JEFFERSON PARK,Far North Side,Saug-ReedDunning-AlbanyPk
609704,609704,53091,FARRAGUT HS,Farragut Car Acad High School,58,Jhoanna Maldonado,Neighborhood,2345 S CHRISTIANA AVE,60623,HS,7,016,16,22,7,4,23,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
609705,609705,46111,FENGER HS,Fenger High School,25,Jhoanna Maldonado,Neighborhood,11220 S WALLACE ST,60628,HS,13,017,17,21,5,1,27,14,49,ROSELAND,Far Southeast Side,Far South Side - Far East Side
609917,609917,23201,FERNWOOD,Fernwood Elem School,18,Lashawn Wallace,Neighborhood,10041 S UNION AVE,60628,ES,13,13A,13,21,5,1,27,14,73,WASHINGTON HEIGHTS,Far Southwest Side,Far South Side - Far East Side
609918,609918,23211,FIELD,Field Elem School,14,James Cavallero,Neighborhood,7019 N ASHLAND AVE,60626,ES,2,02A,2,49,13,9,14,7,1,ROGERS PARK,Far North Side,Ravenswood
609967,609967,23541,FINKL,Finkl Academy,36,Linda Perales,Neighborhood,2332 S WESTERN AVE,60608,ES,7,07B,7,25,7,4,24,12,31,LOWER WEST SIDE,West Side,Pilsen-Little Village
610595,610595,30151,FISHER,Lincoln Park Early Learning Center,10,Linda Perales,Magnet,1840 N. CLARK ST,60614,ES,4,04B,4,43,12,5,11,6,7,LINCOLN PARK,North Side,Logan-Lincoln Park
609919,609919,23221,FISKE,Fiske Elem School,37,Jhoanna Maldonado,Neighborhood,6020 S LANGLEY AVE,60637,ES,9,09B,9,20,3,1,5,3,42,WOODLAWN,South Side,Bronzeville-Hyde Park-Woodlawn
609708,609708,46131,FOREMAN HS,Foreman High School,63,James Cavallero,Neighborhood,3235 N LECLAIRE AVE,60641,HS,1,014,14,31,8,3,39,20,15,PORTAGE PARK,Northwest Side,Saug-ReedDunning-AlbanyPk
609924,609924,23241,FORT DEARBORN,Fort Dearborn Elem School,33,Jhoanna Maldonado,Neighborhood,9025 S THROOP ST,60620,ES,11,11B,11,21,4,1,27,14,73,WASHINGTON HEIGHTS,Far Southwest Side,Englewood-Auburn Gresham
609927,609927,23261,FOSTER PARK,Foster Park Elem School,28,Lashawn Wallace,Neighborhood,8530 S WOOD ST,60620,ES,11,11B,11,18,4,1,31,16,71,AUBURN GRESHAM,Far Southwest Side,Englewood-Auburn Gresham
609926,609926,29081,FRANKLIN,Franklin Magnet School,29,Linda Perales,Magnet,225 W EVERGREEN AVE,60610,ES,4,04B,4,2,3,7,12,6,8,NEAR NORTH SIDE,Central,Logan-Lincoln Park
610503,610503,29411,FRAZIER PROSPECTIVE,Frazier International Magnet,22,Tennille Evans,Magnet,4027 W GRENSHAW ST,60624,ES,5,05B,5,24,2,7,9,5,29,NORTH LAWNDALE,West Side,Humboldt Park-Garfield W-N Lawndale
609928,609928,23271,FULLER,Fuller Elem School,28,James Cavallero,Neighborhood,4214 S ST LAWRENCE AVE,60653,ES,9,AUSL-S,9,4,3,1,26,13,38,GRAND BOULEVARD,South Side,Bronzeville-Hyde Park-Woodlawn
609929,609929,23281,FULTON,Fulton Elem School,33,Tennille Evans,Neighborhood,5300 S HERMITAGE AVE,60609,ES,8,11A,8,16,11,7,6,3,61,NEW CITY,Southwest Side,McKinley Park
609930,609930,23291,FUNSTON,Funston Elem School,47,Jhoanna Maldonado,Neighborhood,2010 N CENTRAL PARK AVE,60647,ES,4,04A,4,26,8,3,3,2,22,LOGAN SQUARE,North Side,Logan-Lincoln Park
609709,609709,46141,GAGE PARK HS,Gage Park High School,40,Christopher Baehrend,Neighborhood,5630 S ROCKWELL ST,60629,HS,8,016,16,15,7,4,1,1,63,GAGE PARK,Southwest Side,McKinley Park
609933,609933,31081,GALE,Gale Community Academy,30,James Cavallero,Neighborhood,1631 W JONQUIL TER,60626,ES,2,02A,2,49,13,9,14,7,1,ROGERS PARK,Far North Side,Ravenswood
610009,610009,29141,GALILEO,Galileo Magnet Academy,42,Tennille Evans,Magnet,820 S CARPENTER ST,60607,ES,6,06B,6,34,2,7,9,5,28,NEAR WEST SIDE,West Side,Near N-Near W-Loop-BridgePort-Chinatown
609935,609935,29091,GALLISTEL,Gallistel Magnet School,53,Lashawn Wallace,Magnet,10347 S EWING AVE,60617,ES,13,13B,13,10,4,2,25,13,52,EAST SIDE,Far Southeast Side,Far South Side - Far East Side
610128,610128,24951,GARVEY,"Garvey, M. Elem School",26,Lashawn Wallace,Neighborhood,10309 S MORGAN ST,60643,ES,13,13A,13,21,5,1,27,14,73,WASHINGTON HEIGHTS,Far Southwest Side,Far South Side - Far East Side
609937,609937,23301,GARVY,"Garvy, J. Elem School",55,James Cavallero,Neighborhood,5225 N OAK PARK AVE,60656,ES,1,01A,1,41,10,5,20,10,10,NORWOOD PARK,Far North Side,Saug-ReedDunning-AlbanyPk
609938,609938,23311,GARY,Gary Elem School,62,Linda Perales,Neighborhood,3740 W 31ST ST,60623,ES,7,07A,7,22,7,4,23,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
609939,609939,23321,GILLESPIE,Gillespie Elem School,35,Lashawn Wallace,Neighborhood,9301 S STATE ST,60619,ES,12,12B,12,6,4,1,34,17,49,ROSELAND,Far Southeast Side,Chatham-South Shore
400009,400009,63011,GLOBAL CITIZENSHIP,,,,Charter,4647 W 47TH ST,60632,ES,8,0,8,22,7,4,1,1,56,GARFIELD RIDGE,Southwest Side,McKinley Park
609942,609942,23341,GOETHE,Goethe Elem School,61,Jhoanna Maldonado,Neighborhood,2236 N ROCKWELL ST,60647,ES,4,04C,4,1,8,3,39,20,22,LOGAN SQUARE,North Side,Logan-Lincoln Park
610558,610558,46611,GOODE HS,"Goode, STEM Academy HS",80,Christopher Baehrend,Magnet,7651 S HOMAN AVE,60652,HS,10,016,16,18,3,1,32,16,70,ASHBURN,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
609945,609945,23371,GOUDY,Goudy Elem School,49,Christopher Baehrend,Neighborhood,5120 N WINTHROP AVE,60640,ES,2,02B,2,48,10,9,13,7,3,UPTOWN,Far North Side,Ravenswood
609947,609947,23391,GRAHAM ES,"Graham, A. Elem School",32,Tennille Evans,Neighborhood,4436 S UNION AVE,60609,ES,6,06B,6,15,11,7,6,3,61,NEW CITY,Southwest Side,Near N-Near W-Loop-BridgePort-Chinatown
609769,609769,49101,GRAHAM HS,"Graham, R. Training Center",32,James Cavallero,Special Education,2347 S WABASH AVE,60616,HS,6,014,14,3,2,7,5,3,33,NEAR SOUTH SIDE,Central,Near N-Near W-Loop-BridgePort-Chinatown
609949,609949,23401,GRAY,Gray Elem School,83,,Neighborhood,3730 N LARAMIE AVE,60641,ES,1,01B,1,30,8,3,19,10,15,PORTAGE PARK,Northwest Side,Saug-ReedDunning-AlbanyPk
400168,400168,66951,GREAT LAKES,,,,Charter,8401 S SAGINAW AVE,60617,ES,12,0,12,7,4,1,33,17,46,SOUTH CHICAGO,Far Southeast Side,Chatham-South Shore
609850,609850,22661,GREELEY,Greeley Elem School,37,Linda Perales,Neighborhood,832 W SHERIDAN RD,60613,ES,4,04B,4,46,10,9,13,7,6,LAKE VIEW,North Side,Logan-Lincoln Park
610032,610032,24131,GREEN,"Green, Wendell Elem School",27,Lashawn Wallace,Neighborhood,1150 W 96TH ST,60643,ES,11,11B,11,21,4,1,27,14,73,WASHINGTON HEIGHTS,Far Southwest Side,Englewood-Auburn Gresham
