school_id,school_id2,deptID,short_name,CTU Name,Total Members,Organizer,School Type,address,Zip,grade_cat,ES_Network,CTU Network,Geo Network,ward,Commissioner District,Congressional District,IL House,IL Senate,AREA_NUMBE,COMMUNITY,CommSide,planning zone
609952,609952,23431,GREENE,"Greene, N. Elem School",32,Linda Perales,Neighborhood,3525 S HONORE ST,60609,ES,8,08B,8,12,7,4,24,12,59,MCKINLEY PARK,Southwest Side,McKinley Park
609954,609954,23441,GREGORY,Gregory Elem School,32,Tennille Evans,Neighborhood,3715 W POLK ST,60624,ES,5,05B,5,24,2,7,9,5,27,EAST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
609955,609955,23451,GRESHAM,Gresham Elem School,35,Lashawn Wallace,Neighborhood,8524 S GREEN ST,60620,ES,11,AUSL-S,11,17,4,1,27,14,71,AUBURN GRESHAM,Far Southwest Side,Englewood-Auburn Gresham
609956,609956,23461,GRIMES,Grimes Elem School,32,James Cavallero,Neighborhood,5450 W 64TH PL,60638,ES,10,10A,10,13,11,4,22,11,64,CLEARING,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
609944,609944,23361,GRISSOM,Grissom Elem School,29,Lashawn Wallace,Neighborhood,12810 S ESCANABA AVE,60633,ES,13,13B,13,10,4,2,33,17,55,HEGEWISCH,Far Southeast Side,Far South Side - Far East Side
609958,609958,29121,GUNSAULUS,Gunsaulus Scholastic Academy,57,Linda Perales,Magnet,4420 S SACRAMENTO AVE,60632,ES,8,08A,8,12,7,4,23,12,58,BRIGHTON PARK,Southwest Side,McKinley Park
609959,609959,23481,HAINES,Haines Elem School,43,Tennille Evans,Neighborhood,247 W 23RD PL,60616,ES,6,06B,6,11,2,7,24,12,34,ARMOUR SQUARE,South Side,Near N-Near W-Loop-BridgePort-Chinatown
609960,609960,23491,HALE,Hale Elem School,65,James Cavallero,Neighborhood,6140 S MELVINA AVE,60638,ES,10,10A,10,13,11,6,22,11,64,CLEARING,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
609808,609808,22301,HALEY,Haley Elem School,41,Lashawn Wallace,Neighborhood,11411 S EGGLESTON AVE,60628,ES,13,13A,13,21,5,1,28,14,49,ROSELAND,Far Southeast Side,Far South Side - Far East Side
609963,609963,23501,HAMILTON,Hamilton Elem School,43,Jhoanna Maldonado,Neighborhood,1650 W CORNELIA AVE,60657,ES,4,04C,4,47,12,5,11,6,6,LAKE VIEW,North Side,Logan-Lincoln Park
609964,609964,23511,HAMLINE,Hamline Elem School,55,Linda Perales,Neighborhood,4747 S BISHOP ST,60609,ES,8,08B,8,20,7,4,6,3,61,NEW CITY,Southwest Side,McKinley Park
609966,609966,23531,HAMMOND,Hammond Elem School,29,Linda Perales,Neighborhood,2819 W 21ST PL,60623,ES,7,07B,7,25,7,4,24,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
609807,609807,32021,HAMPTON,Hampton Fine Arts,42,Christopher Baehrend,Neighborhood,3434 W 77TH ST,60652,ES,10,10B,10,18,3,1,32,16,70,ASHBURN,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
609694,609694,46021,HANCOCK HS,Hancock High School,81,Christopher Baehrend,Selective enrollment,5437 W 64TH PL,60638,HS,10,015,15,13,11,4,22,11,64,CLEARING,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
610068,610068,24461,HANSON PARK,Hanson Park Elem School,109,James Cavallero,Neighborhood,5411 W FULLERTON AVE,60639,ES,3,03A,3,36,8,3,3,2,19,BELMONT CRAGIN,Northwest Side,Belmont-Austin
609710,609710,51021,HARLAN HS,Harlan Comm Acad High School,28,Lashawn Wallace,Neighborhood,9652 S MICHIGAN AVE,60628,HS,12,017,17,9,4,1,34,17,49,ROSELAND,Far Southeast Side,Chatham-South Shore
609969,609969,23561,HARTE,Harte Elem School,29,Jhoanna Maldonado,Neighborhood,1556 E 56TH ST,60637,ES,9,09B,9,5,3,2,25,13,41,HYDE PARK,South Side,Bronzeville-Hyde Park-Woodlawn
609971,609971,23581,HARVARD,Harvard School of Excellence,36,Tennille Evans,Neighborhood,7525 S HARVARD,60620,ES,11,AUSL-S,11,6,3,1,31,16,69,GREATER GRAND CROSSING,South Side,Englewood-Auburn Gresham
609972,609972,23591,HAUGAN,Haugan Elem School,82,James Cavallero,Neighborhood,4540 N HAMLIN AVE,60625,ES,1,01C,1,33,12,3,40,20,14,ALBANY PARK,Far North Side,Saug-ReedDunning-AlbanyPk
609974,609974,29131,HAWTHORNE,Hawthorne Scholastic Academy,44,Linda Perales,Magnet,3319 N CLIFTON AVE,60657,ES,4,04B,4,44,10,5,11,6,6,LAKE VIEW,North Side,Logan-Lincoln Park
609975,609975,31111,HAY,Hay Community Academy,34,Tennille Evans,Neighborhood,1018 N LARAMIE AVE,60651,ES,3,03B,3,37,1,7,8,4,25,AUSTIN,West Side,Belmont-Austin
609976,609976,23621,HAYT,Hayt Elem School,67,James Cavallero,Neighborhood,1518 W GRANVILLE AVE,60660,ES,2,02A,2,48,10,9,14,7,77,EDGEWATER,Far North Side,Ravenswood
609979,609979,23651,HEALY,Healy Achievement Skills Ctr,90,Tennille Evans,Neighborhood,3010 S PARNELL AVE,60616,ES,6,06B,6,11,11,7,24,12,60,BRIDGEPORT,South Side,Near N-Near W-Loop-BridgePort-Chinatown
609981,609981,23671,HEARST,Hearst Elem School,34,James Cavallero,Neighborhood,4640 S LAMON AVE,60638,ES,10,10A,10,22,7,4,1,1,56,GARFIELD RIDGE,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
609983,609983,23681,HEDGES,Hedges Main Elem School,45,Linda Perales,Neighborhood,4747 S WINCHESTER AVE,60609,ES,8,08B,8,15,7,4,6,3,61,NEW CITY,Southwest Side,McKinley Park
609985,609985,23711,HEFFERAN,Hefferan Elem School,28,Tennille Evans,Neighborhood,4409 W WILCOX ST,60624,ES,5,05B,5,28,1,7,10,5,26,WEST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
609986,609986,23721,HENDERSON,Henderson Elem School,25,Tennille Evans,Neighborhood,5650 S WOLCOTT AVE,60636,ES,8,11A,8,15,2,7,6,3,67,WEST ENGLEWOOD,Southwest Side,McKinley Park
609987,609987,31121,HENDRICKS,Hendricks Elem School,28,James Cavallero,Neighborhood,4316 S PRINCETON AVE,60609,ES,9,09A,9,20,2,7,6,3,37,FULLER PARK,South Side,Bronzeville-Hyde Park-Woodlawn
609988,609988,23731,HENRY,Henry Elem School,42,James Cavallero,Neighborhood,4250 N SAINT LOUIS AVE,60618,ES,1,01C,1,33,8,3,40,20,16,IRVING PARK,Northwest Side,Saug-ReedDunning-AlbanyPk
610532,610532,22441,HERNANDEZ,Hernandez Middle School,66,Linda Perales,Neighborhood,3510 W 55TH ST,60632,ES,8,08A,8,14,7,4,1,1,63,GAGE PARK,Southwest Side,McKinley Park
609991,609991,23771,HERZL,Herzl Elem School,48,Linda Perales,Neighborhood,3711 W DOUGLAS BLVD,60623,ES,7,AUSL-W,7,24,2,7,9,5,29,NORTH LAWNDALE,West Side,Pilsen-Little Village
609994,609994,23801,HIBBARD,Hibbard Elem School,78,James Cavallero,Neighborhood,3244 W AINSLIE ST,60625,ES,1,01C,1,33,12,3,40,20,14,ALBANY PARK,Far North Side,Saug-ReedDunning-AlbanyPk
610295,610295,31251,HIGGINS,Higgins Community Academy,25,Lashawn Wallace,Neighborhood,11710 S MORGAN ST,60643,ES,13,13A,13,21,5,1,27,14,53,WEST PULLMAN,Far Southeast Side,Far South Side - Far East Side
609712,609712,47031,HIRSCH HS,Hirsch Metro H.S. of Communica,22,Lashawn Wallace,Neighborhood,7740 S INGLESIDE AVE,60619,HS,12,017,17,8,3,1,32,16,69,GREATER GRAND CROSSING,South Side,Chatham-South Shore
609995,609995,23811,HITCH,Hitch Elem School,43,,Neighborhood,5625 N MCVICKER AVE,60646,ES,1,01B,1,45,10,5,19,10,10,NORWOOD PARK,Far North Side,Saug-ReedDunning-AlbanyPk
609996,609996,23821,HOLDEN,Holden Elem School,44,Tennille Evans,Neighborhood,1104 W 31ST ST,60608,ES,6,06B,6,11,11,4,24,12,60,BRIDGEPORT,South Side,Near N-Near W-Loop-BridgePort-Chinatown
609997,609997,23831,HOLMES,Holmes Elem School,18,Tennille Evans,Neighborhood,955 W GARFIELD BLVD,60621,ES,8,11A,8,16,2,7,6,3,68,ENGLEWOOD,Southwest Side,McKinley Park
400167,400167,63181,HORIZON - SOUTHWEST,,,,Charter,5401 S. WESTERN,60609,ES,8,0,8,15,11,4,1,1,63,GAGE PARK,Southwest Side,McKinley Park
610000,610000,23851,HOWE,Howe Elem School,38,Tennille Evans,Neighborhood,720 N LOREL AVE,60644,ES,3,AUSL-W,3,37,1,7,8,4,25,AUSTIN,West Side,Belmont-Austin
610002,610002,23871,HOYNE,Hoyne Elem School,19,Lashawn Wallace,Neighborhood,8905 S CRANDON AVE,60617,ES,12,12B,12,7,4,1,25,13,48,CALUMET HEIGHTS,Far Southeast Side,Chatham-South Shore
609741,609741,46341,HUBBARD HS,Hubbard High School,131,Christopher Baehrend,Neighborhood,6200 S HAMLIN AVE,60629,HS,10,016,16,23,7,4,22,11,65,WEST LAWN,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
610005,610005,23901,HUGHES C,"Hughes, C. Elem School",19,Tennille Evans,Neighborhood,4247 W 15TH ST,60623,ES,7,05B,7,24,2,7,9,5,29,NORTH LAWNDALE,West Side,Pilsen-Little Village
610368,610368,22451,HUGHES L,"Hughes, L. Magnet School",49,Lashawn Wallace,Neighborhood,240 W 104TH ST,60628,ES,13,13A,13,21,5,1,27,14,49,ROSELAND,Far Southeast Side,Far South Side - Far East Side
610006,610006,23911,HURLEY,Hurley Elem School,59,Christopher Baehrend,Neighborhood,3849 W 69TH PL,60629,ES,10,10B,10,23,11,4,22,11,65,WEST LAWN,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
609713,609713,46171,HYDE PARK HS,Hyde Park Academy H.S.,66,Lashawn Wallace,Neighborhood,6220 S STONY ISLAND AVE,60637,HS,9,017,17,5,3,1,25,13,42,WOODLAWN,South Side,Bronzeville-Hyde Park-Woodlawn
610384,610384,55151,INFINITY HS,Infinity Math & Science School,37,Linda Perales,Small,3120 S KOSTNER AVE,60623,HS,7,07A,15,22,7,4,23,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
400104,400104,63131,INSTITUTO - HEALTH,Instituto Health Science Career Academy-Charter,48,Christopher Baehrend,Charter,2520 S WESTERN AVE,60608,HS,7,CTUA2,7,25,7,4,24,12,31,LOWER WEST SIDE,West Side,Pilsen-Little Village
400164,400164,66921,INSTITUTO - JUSTICE HS,Instituto Justice Leadership Acad. Charter,13,Christopher Baehrend,Charter,2570 S BLUE ISLAND AVE,60608,HS,7,CTUA2,7,25,7,4,24,12,31,LOWER WEST SIDE,West Side,Pilsen-Little Village
610078,610078,29191,INTER-AMERICAN,Inter-American Magnet School,55,Linda Perales,Magnet,851 W WAVELAND AVE,60613,ES,4,04B,4,44,10,5,11,6,6,LAKE VIEW,North Side,Logan-Lincoln Park
400162,400162,66691,INTRINSIC HS,,,,Charter,4540 W BELMONT AVE,60641,HS,1,0,1,30,8,3,39,20,16,IRVING PARK,Northwest Side,Saug-ReedDunning-AlbanyPk
610121,610121,24881,IRVING,"Irving, W. Elementary School",28,Tennille Evans,Neighborhood,749 S OAKLEY BLVD,60612,ES,6,06B,6,28,2,7,9,5,28,NEAR WEST SIDE,West Side,Near N-Near W-Loop-BridgePort-Chinatown
610369,610369,26651,JACKSON M,"Jackson, Mahalia Elem School",32,Lashawn Wallace,Neighborhood,917 W 88TH ST,60620,ES,11,11B,11,21,4,1,27,14,71,AUBURN GRESHAM,Far Southwest Side,Englewood-Auburn Gresham
610010,610010,23921,JAHN,Jahn Elem School,35,Jhoanna Maldonado,Neighborhood,3149 N WOLCOTT AVE,60657,ES,4,04C,4,32,12,5,11,6,5,NORTH CENTER,North Side,Logan-Lincoln Park
610011,610011,23931,JAMIESON,Jamieson Achievement Skills Ct,66,Christopher Baehrend,Neighborhood,5650 N MOZART ST,60659,ES,2,02B,2,50,10,5,15,8,2,WEST RIDGE,Far North Side,Ravenswood
609783,609783,30011,JEFFERSON HS,"Jefferson, N. Alternative Sch",49,Christopher Baehrend,Alternative,1100 S HAMILTON AVE,60612,HS,6,016,16,27,2,7,9,5,28,NEAR WEST SIDE,West Side,Near N-Near W-Loop-BridgePort-Chinatown
610271,610271,29341,JENSEN,Jensen Scholastic Academy,29,Tennille Evans,Magnet,3030 W HARRISON ST,60612,ES,5,05B,5,28,2,7,9,5,27,EAST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
610274,610274,26231,JOHNSON,Johnson Elem School,26,Tennille Evans,Neighborhood,1420 S ALBANY AVE,60623,ES,5,AUSL-W,5,24,2,7,9,5,29,NORTH LAWNDALE,West Side,Humboldt Park-Garfield W-N Lawndale
609678,609678,47021,JONES HS,Jones College Prep High School,133,Tennille Evans,Selective enrollment,700 S STATE ST,60605,HS,6,06B,15,4,3,7,6,3,32,LOOP,Central,Near N-Near W-Loop-BridgePort-Chinatown
609805,609805,22281,JOPLIN,Joplin Elem School,26,Lashawn Wallace,Neighborhood,7931 S HONORE ST,60620,ES,11,11C,11,17,3,1,31,16,71,AUBURN GRESHAM,Far Southwest Side,Englewood-Auburn Gresham
609865,609865,22811,JORDAN,Jordan Community School,48,James Cavallero,Neighborhood,7414 N WOLCOTT AVE,60626,ES,2,02A,2,49,13,9,14,7,1,ROGERS PARK,Far North Side,Ravenswood
609764,609764,46421,JUAREZ HS,Juarez Community Academy,145,Linda Perales,Neighborhood,1450 W CERMAK RD,60608,HS,7,07B,15,25,7,4,24,12,31,LOWER WEST SIDE,West Side,Pilsen-Little Village
609762,609762,46401,JULIAN HS,Julian High School,42,Christopher Baehrend,Neighborhood,10330 S ELIZABETH ST,60643,HS,10,016,16,21,5,1,27,14,73,WASHINGTON HEIGHTS,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
610015,610015,23961,JUNGMAN,Jungman Elem School,35,Linda Perales,Neighborhood,1746 S MILLER ST,60608,ES,7,07B,7,25,7,4,24,12,31,LOWER WEST SIDE,West Side,Pilsen-Little Village
609920,609920,29071,KANOON,Kanoon Magnet School,40,Linda Perales,Neighborhood,2233 S KEDZIE AVE,60623,ES,7,07A,7,24,7,4,23,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
610084,610084,29211,KELLER,Keller Magnet School,15,Christopher Baehrend,Regional gifted center,3020 W 108TH ST,60655,ES,10,10C,10,19,11,6,35,18,74,MOUNT GREENWOOD,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
609925,609925,23251,KELLMAN,Kellman Corporate Comm. School,23,Tennille Evans,Neighborhood,3030 W ARTHINGTON ST,60612,ES,5,05B,5,28,2,7,9,5,27,EAST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
610016,610016,23971,KELLOGG,Kellogg Elem School,26,Christopher Baehrend,Neighborhood,9241 S LEAVITT ST,60620,ES,10,10C,10,19,11,6,36,18,72,BEVERLY,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
609715,609715,46181,KELLY HS,Kelly College Prep,152,Jhoanna Maldonado,Neighborhood,4136 S CALIFORNIA AVE,60632,HS,8,016,16,12,7,4,23,12,58,BRIGHTON PARK,Southwest Side,McKinley Park
609716,609716,46191,KELVYN PARK HS,Kelvyn Park High School,57,James Cavallero,Neighborhood,4343 W WRIGHTWOOD AVE,60639,HS,4,014,14,31,8,3,39,20,20,HERMOSA,Northwest Side,Logan-Lincoln Park
609718,609718,46201,KENNEDY HS,Kennedy High School,121,Christopher Baehrend,Neighborhood,6325 W 56TH ST,60638,HS,10,016,16,13,11,6,22,11,56,GARFIELD RIDGE,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
609746,609746,46361,KENWOOD HS,Kenwood Acad. High School,154,Lashawn Wallace,Neighborhood,5015 S BLACKSTONE AVE,60615,HS,9,017,17,4,3,2,25,13,39,KENWOOD,South Side,Bronzeville-Hyde Park-Woodlawn
610019,610019,23991,KERSHAW,Kershaw Elem School,26,Lashawn Wallace,Magnet,6450 S LOWE AVE,60621,ES,11,11C,11,16,2,1,6,3,68,ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
610022,610022,24021,KILMER,Kilmer Elem School,66,James Cavallero,Neighborhood,6700 N GREENVIEW AVE,60626,ES,2,02A,2,49,13,9,14,7,1,ROGERS PARK,Far North Side,Ravenswood
610299,610299,26371,KING ES,"King, Dr. Martin Luther King Jr. Acad. of Soc. Justice",31,Lashawn Wallace,Neighborhood,644 W 71ST ST,60621,ES,11,11B,11,6,2,1,32,16,68,ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
609751,609751,46371,KING HS,King College Prep,56,Lashawn Wallace,Selective enrollment,4445 S DREXEL BLVD,60653,HS,9,017,17,4,3,2,25,13,39,KENWOOD,South Side,Bronzeville-Hyde Park-Woodlawn
610026,610026,24071,KINZIE,Kinzie Elem School,66,James Cavallero,Neighborhood,5625 S MOBILE AVE,60638,ES,10,10A,10,13,11,6,22,11,56,GARFIELD RIDGE,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
610027,610027,24081,KIPLING,Kipling Elem School,24,Lashawn Wallace,Neighborhood,9351 S LOWE AVE,60620,ES,11,11B,11,9,4,1,27,14,73,WASHINGTON HEIGHTS,Far Southwest Side,Englewood-Auburn Gresham
400146,400146,66031,KIPP - ACADEMY,,,,Charter,4818 W OHIO ST,60644,ES,3,0,3,37,1,7,8,4,25,AUSTIN,West Side,Belmont-Austin
400044,400044,66261,KIPP - ASCEND,,,,Charter,1616 S AVERS AVE,60623,ES,7,0,7,24,2,7,9,5,29,NORTH LAWNDALE,West Side,Pilsen-Little Village
400163,400163,66931,KIPP - BLOOM,,,,Charter,5515 S LOWE AVE,60621,ES,8,0,8,20,2,7,5,3,68,ENGLEWOOD,Southwest Side,McKinley Park
400180,400180,66032,KIPP - ONE,,,,Charter,730 N PULASKI RD,60624,ES,5,0,5,37,1,7,10,5,23,HUMBOLDT PARK,West Side,Humboldt Park-Garfield W-N Lawndale
610030,610030,31151,KOZMINSKI,Kozminski Community Academy,25,Jhoanna Maldonado,Neighborhood,936 E 54TH ST,60615,ES,9,09B,9,5,3,1,25,13,41,HYDE PARK,South Side,Bronzeville-Hyde Park-Woodlawn
609719,609719,46211,LAKE VIEW HS,Lake View High School,129,James Cavallero,Neighborhood,4015 N ASHLAND AVE,60613,HS,2,014,14,47,10,5,11,6,6,LAKE VIEW,North Side,Ravenswood
609720,609720,46221,LANE TECH HS,Lane Tech High School,295,James Cavallero,Selective enrollment,2501 W ADDISON ST,60618,HS,4,014,14,47,12,3,40,20,5,NORTH CENTER,North Side,Logan-Lincoln Park
609869,609869,22841,LANGFORD,Langford Elem School,24,Tennille Evans,Neighborhood,6010 S THROOP ST,60636,ES,11,11A,11,16,2,7,6,3,67,WEST ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
609993,609993,23791,LARA,Lara Academy,37,Linda Perales,Neighborhood,4619 S WOLCOTT AVE,60609,ES,8,08B,8,15,7,4,24,12,61,NEW CITY,Southwest Side,McKinley Park
610033,610033,29161,LASALLE,LaSalle Language Academy,52,Linda Perales,Magnet,1734 N ORLEANS ST,60614,ES,4,04B,4,43,12,5,12,6,7,LINCOLN PARK,North Side,Logan-Lincoln Park
610520,610520,29101,LASALLE II,LaSalle II Magnet School,41,Tennille Evans,Magnet,1148 N HONORE ST,60622,ES,6,06A,6,1,12,7,4,2,24,WEST TOWN,West Side,Near N-Near W-Loop-BridgePort-Chinatown
610208,610208,25671,LAVIZZO,Lavizzo Elem. School,31,Lashawn Wallace,Neighborhood,138 W 109TH ST,60628,ES,13,13A,13,9,5,1,27,14,49,ROSELAND,Far Southeast Side,Far South Side - Far East Side
610034,610034,31161,LAWNDALE,Lawndale Comm Academy,27,Tennille Evans,Neighborhood,3500 W DOUGLAS BLVD,60623,ES,5,05B,5,24,2,7,9,5,29,NORTH LAWNDALE,West Side,Humboldt Park-Garfield W-N Lawndale
400151,400151,66566,LEARN - 7,,,,Charter,3021 W CARROLL AVE,60612,ES,5,0,5,27,2,7,10,5,27,EAST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
400046,400046,66211,LEARN - BUTLER,,,,Charter,1132 S HOMAN AVE,60624,ES,5,0,5,24,2,7,9,5,29,NORTH LAWNDALE,West Side,Humboldt Park-Garfield W-N Lawndale
400047,400047,66562,LEARN - CAMPBELL,,,,Charter,212 S FRANCISCO AVE,60612,ES,5,0,5,27,2,7,10,5,27,EAST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
400048,400048,66561,LEARN - EXCEL,,,,Charter,3021 W CARROLL AVE,60612,ES,5,0,5,27,2,7,10,5,27,EAST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
400165,400165,66567,LEARN - MIDDLE,,,,Charter,3021 W CARROLL AVE,60612,ES,5,0,5,27,2,7,10,5,27,EAST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
400111,400111,66564,LEARN - PERKINS,,,,Charter,1700 W 83RD ST,60620,ES,11,0,11,17,4,1,31,16,71,AUBURN GRESHAM,Far Southwest Side,Englewood-Auburn Gresham
400107,400107,66563,LEARN - SOUTH CHICAGO,,,,Charter,8914 S BUFFALO AVE,60617,ES,12,0,12,10,4,2,25,13,46,SOUTH CHICAGO,Far Southeast Side,Chatham-South Shore
610291,610291,26331,LEE,Lee Elem School,55,Christopher Baehrend,Neighborhood,6448 S TRIPP AVE,60629,ES,10,10B,10,13,11,4,22,11,65,WEST LAWN,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
400049,400049,67071,LEGACY,,,,Charter,3318 W OGDEN AVE,60623,ES,5,0,5,24,2,7,9,5,29,NORTH LAWNDALE,West Side,Humboldt Park-Garfield W-N Lawndale
400119,400119,66641,LEGAL PREP HS,,,,Charter,4319 W WASHINGTON BLVD,60624,HS,5,0,5,28,1,7,10,5,26,WEST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
610305,610305,26391,LELAND,Leland Elem School,42,Tennille Evans,Neighborhood,512 S LAVERGNE AVE,60644,ES,3,03B,3,29,1,7,8,4,25,AUSTIN,West Side,Belmont-Austin
610298,610298,29361,LENART,Lenart Gifted Ctr,20,Lashawn Wallace,Regional gifted center,8101 S LASALLE ST,60620,ES,11,11B,11,6,4,1,34,17,44,CHATHAM,Far Southeast Side,Englewood-Auburn Gresham
610036,610036,24151,LEWIS,Lewis Elem School,42,James Cavallero,Neighborhood,1431 N LEAMINGTON AVE,60651,ES,3,AUSL-W,3,37,1,7,8,4,25,AUSTIN,West Side,Belmont-Austin
610037,610037,24171,LIBBY,Libby Elem School,29,Linda Perales,Neighborhood,5300 S LOOMIS BLVD,60609,ES,8,11A,8,20,2,7,6,3,61,NEW CITY,Southwest Side,McKinley Park
610038,610038,24191,LINCOLN,Lincoln Elem School,59,Linda Perales,Neighborhood,615 W KEMPER PL,60614,ES,4,04B,4,43,12,5,12,6,7,LINCOLN PARK,North Side,Logan-Lincoln Park
609738,609738,46321,LINCOLN PARK HS,Lincoln Park High School,165,Linda Perales,Neighborhood,2001 N ORCHARD ST,60614,HS,4,04B,14,43,12,5,12,6,7,LINCOLN PARK,North Side,Logan-Lincoln Park
610391,610391,46511,LINDBLOM HS,Lindblom Math & Science Acad.,114,Christopher Baehrend,Selective enrollment,6130 S WOLCOTT AVE,60636,HS,11,016,16,16,2,7,6,3,67,WEST ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
400137,400137,63161,LITTLE BLACK PEARL HS,,,,Charter,1060 E 47TH ST,60653,HS,9,0,9,4,3,2,25,13,39,KENWOOD,South Side,Bronzeville-Hyde Park-Woodlawn
609834,609834,22521,LITTLE VILLAGE,Little Village Academy,62,Linda Perales,Neighborhood,2620 S LAWNDALE AVE,60623,ES,7,07A,7,22,7,4,23,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
610040,610040,24221,LLOYD,Lloyd Elem School,65,James Cavallero,Neighborhood,2103 N LAMON AVE,60639,ES,3,03A,3,26,8,3,4,2,19,BELMONT CRAGIN,Northwest Side,Belmont-Austin
400011,400011,66151,LOCKE A,,,,Charter,3141 W JACKSON BLVD,60612,ES,5,0,5,28,2,7,10,5,27,EAST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
610041,610041,24231,LOCKE J,Locke Elem School,95,James Cavallero,Neighborhood,2828 N OAK PARK AVE,60634,ES,3,03A,3,36,8,3,3,2,18,MONTCLARE,Northwest Side,Belmont-Austin
610541,610541,22341,LORCA,LORCA,59,Jhoanna Maldonado,Neighborhood,3231 N SPRINGFIELD AVE,60618,ES,4,04C,4,30,8,3,40,20,21,AVONDALE,North Side,Logan-Lincoln Park
610043,610043,24241,LOVETT,Lovett Elem School,28,Tennille Evans,Neighborhood,6333 W BLOOMINGDALE AVE,60639,ES,3,03B,3,29,1,7,78,39,25,AUSTIN,West Side,Belmont-Austin
610044,610044,24251,LOWELL,Lowell Elem School,31,Jhoanna Maldonado,Neighborhood,3320 W HIRSCH ST,60651,ES,5,05A,5,26,8,3,4,2,23,HUMBOLDT PARK,West Side,Humboldt Park-Garfield W-N Lawndale
610029,610029,24101,LOZANO,Lozano Blg. & Int'l. Ctr.,36,Tennille Evans,Neighborhood,1501 N GREENVIEW AVE,60642,ES,6,06A,6,1,12,5,10,5,24,WEST TOWN,West Side,Near N-Near W-Loop-BridgePort-Chinatown
610046,610046,24281,LYON,Lyon Elem School,77,James Cavallero,Neighborhood,2941 N MCVICKER AVE,60634,ES,3,03A,3,30,8,3,3,2,19,BELMONT CRAGIN,Northwest Side,Belmont-Austin
610215,610215,41041,MADERO,Madero Elementary School,29,Linda Perales,Neighborhood,3202 W 28TH ST,60623,ES,7,07A,7,22,7,4,23,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
610047,610047,24301,MADISON,Madison Elem School,21,Lashawn Wallace,Neighborhood,7433 S DORCHESTER AVE,60619,ES,12,12A,12,8,3,1,26,13,43,SOUTH SHORE,South Side,Chatham-South Shore
610048,610048,24311,MANIERRE,Manierre Elem School,31,Linda Perales,Neighborhood,1420 N HUDSON AVE,60610,ES,4,04B,4,27,3,7,9,5,8,NEAR NORTH SIDE,Central,Logan-Lincoln Park
609722,609722,53111,MANLEY HS,Manley High School,17,Christopher Baehrend,Neighborhood,2935 W POLK ST,60612,HS,5,015,15,28,2,7,9,5,27,EAST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
610052,610052,24331,MANN,Mann Elem School,27,Lashawn Wallace,Neighborhood,8050 S CHAPPEL AVE,60617,ES,12,12B,12,8,4,1,33,17,46,SOUTH CHICAGO,Far Southeast Side,Chatham-South Shore
609780,609780,41111,MARINE LEADERSHIP AT AMES HS,Marine Leadership Acad. at Ames,60,Jhoanna Maldonado,Military academy,1920 N HAMLIN AVE,60647,HS,4,04A,14,26,8,3,3,2,22,LOGAN SQUARE,North Side,Logan-Lincoln Park
610053,610053,24341,MARQUETTE,Marquette West Elem School,82,James Cavallero,Neighborhood,6550 S RICHMOND ST,60629,ES,10,AUSL-S,10,15,11,7,32,16,66,CHICAGO LAWN,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
610054,610054,24361,MARSH,Marsh Elem School,56,Lashawn Wallace,Neighborhood,9822 S EXCHANGE AVE,60617,ES,13,13B,13,10,4,2,33,17,51,SOUTH DEERING,Far Southeast Side,Far South Side - Far East Side
